duration,date,subjectcode,Abacus,Abanet,Abanga,Abaser,Abassi,Abater,Abatis,Abator,Abbacy,Abbess,Abdest,Abider,Abject,Ablaut,Abraum,Abseil,Acacia,Acacin,Acajou,Acanth,Acarus,Acater,Acates,Accent,Access,Accost,Accrue,Accuse,Acetal,Acetin,Achate,Achean,Achene,Acidly,Acinus,Acnode,Acrasy,Acrisy,Acrita,Acrity,Across,Action,Acture,Acuity,Acumen,Adarce,Adatis,Adders,Addice,Addict,Adesmy,Adipsy,Admins,Adnoun,Adobes,Adonai,Adonic,Adonis,Adorer,Advent,Adverb,Advice,Adviso,Adward,Adytum,Aedile,Aeneid,b,c,d,comments,condition
355,4/27/20 16:31,R_2PpYKyXi3IbCGE6,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not entirely clear with the numbers. It was said that 20 people fish in the lake. John fishes in the lake. He then talks to 20 people that fish in the lake...,9
221,4/27/20 16:31,R_2rA9pYXvWCyXDy9,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing at all.  Very clear and well put together.,1
188,4/27/20 16:31,R_qwQJ9bKZGX3AcmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,20,0,0,0,3,,,,,,,,No it was all clear,7
209,4/27/20 16:32,R_2YERutK6Y4SNWkM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,No. Everything was clear.,5
2353,4/27/20 16:33,R_2xy0fxc4kuDvZSJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
318,4/27/20 16:33,R_2s0lr7qhqW3s5bT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The question about how many people would know if John used the new trap- I said 0 because he didn't explicitly tell them he was going to use it, but if he does start using it and any of the 20 other trappers look closely at what kind of trap it is they will know.",4
252,4/27/20 16:35,R_3khKXUk7ITxG2QT,,,,,,,,,,,,,,,1,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
215,4/27/20 16:38,R_1ISPDrVwxVPybxE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,not really,5
319,4/27/20 16:42,R_3M3Z8QuvvkMnljE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,2,0,0,3,,,,,,,,NO,7
183,4/27/20 16:42,R_2XdMqCaNCUrwXF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,9,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
155,4/27/20 16:43,R_29uFomNqjlDNseW,,,,,,,,,,,,,,,0,19,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The purpose,9
388,4/27/20 16:44,R_1jkdesnK818wNTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,no,8
462,4/27/20 16:45,R_21zBZeonUTehL33,,,,,,,,19,3,20,7,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2
336,4/27/20 16:45,R_262Xao6BioLk3LC,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
402,4/27/20 16:49,R_1msYit1IkIJAblo,,,,,,,,,,,,,,,,,,,,,,20,3,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
577,4/27/20 16:49,R_1riX9l3elb78ql4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,20,19,1,0,1,,,,,,,,nothing,7
140,4/27/20 16:50,R_UAA6bqrYKx5JWOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,20,0,1,0,3,,,,,,,,,,,,,,,no,6
398,4/27/20 16:50,R_1gupIIraWvZWOTi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3
2538,4/27/20 16:52,R_ahfq38DQG7EqVKp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,no,8
1452,4/27/20 16:52,R_12EUiNhpM1N8IGq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perfectly clear - John ought to be quartered.,4
177,4/27/20 16:53,R_1LccsN14fIlwMY4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,No,8
484,4/27/20 16:56,R_STv0fHvU9krBeZH,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1
158,4/27/20 16:57,R_STB1BAv2wuIBxcJ,,,,,,,,,,,,,,,87,78,35,38,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nice,9
298,4/27/20 16:57,R_1ghf3EIHWVBU04p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
260,4/27/20 17:00,R_e9WhQCSJXbqDY9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,No,8
392,4/27/20 17:03,R_p42lrpAfsfRm8RX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,No,5
116,4/27/20 17:04,R_2YqPGBh2G53yPEe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,15,30,15,1,1,1,,,,,,,,all so clear the survay,7
234,4/27/20 17:05,R_2t9GmewJ5j07wSw,0,20,20,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1
223,4/27/20 17:07,R_3NKZumQ7VXVmGHv,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
303,4/27/20 17:08,R_2SrkjW0xXcEP1tX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,20,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
572,4/27/20 17:09,R_1nN2oQWNcXemIGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It wasn't clear if John was part of the 20 people that normally go their to trap rabbits because it said he talked to all 20 people.,3
204,4/27/20 17:10,R_afRXI5iJEOpHXRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,7,20,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
295,4/27/20 17:10,R_3pshoWU0YsSE8c3,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The survey was just long,2
902,4/27/20 17:12,R_21BcUED64WIgtbp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,0,3,,,,,,,,,,,,,,,No ,6
349,4/27/20 17:14,R_3D2bL7VC8NT8EI0,,,,,,,,,,,,,,,1,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9
97,4/27/20 17:17,R_1CpdRPZw1GpmDTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,20,20,20,1,1,1,,,,,,,,,,,,,,,nothing its completely clear,6
463,4/27/20 17:18,R_12EE5XNATScdTXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,"The only confusing thing was when I had to enter numbers, it got confusing with who would be using the knife and who wouldn't be using the knife.",7
59,4/27/20 17:18,R_3qmNyGyJWSEmNHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,NO,5
171,4/27/20 17:23,R_3QJesRm3Az3DR40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
272,4/27/20 17:24,R_1pW0i6P25dNqP1r,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
67,4/27/20 17:26,R_VVeATfhsuSv9SxP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,300,500,400,1,1,2,yes,8
283,4/27/20 17:32,R_2WYgFoapnQ67YuY,,,,,,,,1,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2
255,4/27/20 17:32,R_3kjp7sGLeqEVYAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I wish I knew when a field wanted a text response vs a numerical response,3
223,4/27/20 17:36,R_2axjTA4tJwks7Wx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,2,,8
337,4/27/20 17:38,R_2OHBSavQHWdJ8xo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,"The one question that asked about besides John, how many other individuals would want to use the knife was a bit confusing. Is John a regular mushroom gatherer? I assume he is not, as he talked to the 20 individuals.",7
273,4/27/20 17:40,R_3hooUFtGN1o1wpG,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,1
160,4/27/20 17:40,R_yCTAeHYGAWPYHMl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
455,4/27/20 17:42,R_1E42KNY0GRBK7VW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No. This survey was straight forward. ,4
140,4/27/20 17:43,R_3GuMlktuHxDs0wC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,No,6
299,4/27/20 17:44,R_2EhJsVB5ri0CRPV,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
332,4/27/20 17:44,R_2cwLZcCr9ouBoL5,,,,,,,,,,,,,,,0,19,20,19,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No it was very easy ,9
255,4/27/20 17:45,R_2YxeryzEqAbx9Ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3
245,4/27/20 17:47,R_1pYhTbFXkI5z2Sl,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, it was very clear",10
220,4/27/20 17:48,R_3MccRxVqJSoByds,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9
187,4/27/20 17:48,R_eJSMHR3W7qJulfr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,No,5
232,4/27/20 17:48,R_299UhvFiIE5cjUg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,no,8
185,4/27/20 17:50,R_1kHx6KXpPyVthvQ,20,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,1
677,4/27/20 17:55,R_vAeZlbbD2NUcRaN,,,,,,,,20,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2
407,4/27/20 17:56,R_22t3Dr4bTjILPzs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
276,4/27/20 17:58,R_22ziq3fd8jsNFUL,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1
288,4/27/20 17:59,R_yOSXdDFNv2jrlYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,20,0,1,0,3,,,,,,,,no,7
240,4/27/20 17:59,R_29bCVnXn5zFFy13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
359,4/27/20 17:59,R_1pSgKlVqfBXiAmA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
354,4/27/20 18:06,R_2nH6SA7n3iPbku5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,no,8
326,4/27/20 18:08,R_6zM1k0n06OWtd9n,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm not sure if I answered the last q correctly. I don't think it would make a difference in terms of creating a collapse of the clam ecosystem, but I do think it would result in an overall population decline.",2
506,4/27/20 18:08,R_3M67isBvyrDvZ6q,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
394,4/27/20 18:08,R_1Iz16M3rhF0PLXW,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's asking how many people are actually going to use the tube but no one knows because those people could change their minds or be lying out of guilt.,2
309,4/27/20 18:12,R_1rPO68FgTqXo602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
312,4/27/20 18:15,R_2wQuKKKjKalqbv7,,,,,,,,,,,,,,,,,,,,,,20,0,20,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10
361,4/27/20 18:20,R_pB1lqwSYj9JsQtb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,No,6
218,4/27/20 18:20,R_2EEKC7MKi4SKISV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,No,8
255,4/27/20 18:21,R_bekPSOHhJZ7FurD,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
213,4/27/20 18:22,R_3qBW5r15McGSvk4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,1,0,3,,,,,,,,,7
122,4/27/20 18:23,R_oZtQflszQS5yOI1,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The story was a bit disjointed,1
1615,4/27/20 18:24,R_1llxRDyxZPvWo4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
578,4/27/20 18:33,R_3dDPaGhnMSE0Zmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,someone,8
299,4/27/20 18:37,R_1fcQdTtsg7Hn7vK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,20,0,1,0,3,,,,,,,,"The questions were a bit unclear, especially the ones concerning the number of people with knowledge about the new knife.",7
457,4/27/20 18:37,R_AEVB3FxY0c2itkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
334,4/27/20 18:40,R_3kuJxwuEuk62Xg2,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing confusing but it would be interesting to know if John needed to fish for his livelihood. Based on the story it was just recreational. ,10
262,4/27/20 18:41,R_1mkf8d85PPtCtiW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,,,,,,,,,,,,,,,No,6
316,4/27/20 18:42,R_22KyeWmAX1d2XeI,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9
211,4/27/20 18:42,R_1NDLy7jHNrVc2Wv,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
333,4/27/20 18:43,R_2sRWOQIrNmrHRFB,4,4,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1
385,4/27/20 18:44,R_3MxOlvQjuYwXIbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,Nothing,5
275,4/27/20 18:44,R_2THQEeuZewHGIFg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,I think its possible that the gun shop owner would know he uses the new gun.,6
116,4/27/20 18:44,R_Y95j0OgxoQvLYgF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,no,7
356,4/27/20 18:46,R_UhVVYNaXdJh9cm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,No,8
135,4/27/20 18:47,R_2QY6ug0CTLlETd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The survey was clear.,3
370,4/27/20 18:48,R_2TTLQoaWmNcfJ7g,20,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
293,4/27/20 18:49,R_8jJzLMP4evq5eWl,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
250,4/27/20 18:50,R_3Ethh1LQvx6Xb3o,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
234,4/27/20 18:51,R_2QldLe9LqPkRQzg,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
308,4/27/20 18:53,R_1K1HZPNlhr13qwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,N0,5
340,4/27/20 18:54,R_2V43TFeOiI58ktI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no there was not,4
176,4/27/20 18:56,R_3hsFzOe5wFl84YL,20,7,20,7,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
162,4/27/20 18:56,R_Zw4GWnh9r5s2U13,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
322,4/27/20 19:00,R_11gvl5JXWRYuNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,"no, it was fine",8
303,4/27/20 19:04,R_QoDWks6dmeWZlFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,no,7
484,4/27/20 19:06,R_sicC7pMBHuf3Jmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
499,4/27/20 19:07,R_2yqj394VqhZ1Uhd,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
681,4/27/20 19:09,R_2WJePyMiuc3lDqO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,19,0,0,3,,,,,,,,,,,,,,,,,,,,,,NO,5
250,4/27/20 19:09,R_YWjapdcIUBSVCRb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,no,8
386,4/27/20 19:10,R_3LdxYzpb7Zc27l8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The questions in the first part of the survey were confusing, specifically the question about how many people were going to use the new trap.",3
377,4/27/20 19:10,R_3LaKxJK67AAcleB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21,0,1,0,3,,,,,,,,,,,,,,,nothing,6
258,4/27/20 19:11,R_2fuLgaQ0orxijOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
659,4/27/20 19:12,R_YYw6eWPwAKG7xy9,,,,,,,,0,0,20,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
229,4/27/20 19:14,R_2SiPM5wJ9anPbgS,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
260,4/27/20 19:15,R_3PhNcbuOehtlRpf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
345,4/27/20 19:15,R_3xAeoxexTqklgeR,0,19,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It says that John talks to all 20 people but it sounds like he is one of the 20. Does he talk to himself?,1
330,4/27/20 19:16,R_8jKNZaRxDE9Frz3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
299,4/27/20 19:16,R_vJlcCmewkFlksH7,,,,,,,,,,,,,,,1,19,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
165,4/27/20 19:17,R_3O1glJZB6MSWtDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,No,6
293,4/27/20 19:19,R_2Y5oNw2Nwgke96l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,nothing,7
136,4/27/20 19:24,R_W7YMAUNNKKqqFjz,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope!,1
134,4/27/20 19:30,R_12J4sMc1FsURzAS,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nope,9
340,4/27/20 19:30,R_265rr71aLOEF2ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
87,4/27/20 19:36,R_1jQ9K9MC893M1Kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,0,0,2,no,8
