duration,date,subjectcode,Abaser,Abassi,Abater,Abatis,Abator,Abbacy,Abbess,Abdest,Abider,Abject,Ablaut,Abraum,Abseil,Acacia,Acacin,Acajou,Acanth,Acarus,Acater,Acates,Accent,Access,Accost,Accrue,Accuse,Acetal,Acetin,Achate,Achean,Achene,b,c,d,e,f,g,h,i,j,k,l,m,comments,RandA,RandAA,RandB,RandBB,RandC,RandCC,RandD,RandDD
864,10/11/19 8:16,R_1guxGoEWG0FgBFc,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,2,0,19,20,0,0,0,3,0,0,20,0,0,0,3,It did not make sense that up to 10 people can use the hook without consequences but if 13 people used it then the hook would harm the fish population. What about 11 and 12?,2,17,7,12,8,11,13,6
386,10/11/19 8:16,R_cNQ7WeTNA4HSMrn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I felt like I was missing something because of how similar the questions were, but that is no fault of yours!",2,17,7,12,8,11,13,6
696,10/11/19 8:16,R_3r2nqFiXW8dGHhD,1,2,20,0,1,0,3,1,7,20,0,1,0,3,1,8,20,0,1,0,3,1,13,20,0,0,0,3,1,19,20,0,0,0,3,1,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
673,10/11/19 8:16,R_R3HskZ0lrrP5bdD,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
637,10/11/19 8:16,R_SJIyh6rBM9XGzxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2,17,7,12,8,11,13,6
421,10/11/19 8:16,R_3EmA36fWf9CdRCa,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,0,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,There were no technical problems and the instructions were clear. ,2,17,7,12,8,11,13,6
434,10/11/19 8:16,R_2cjSXlpACXgpAIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
919,10/11/19 8:16,R_3EXB9CjdZtsMunM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
893,10/11/19 8:16,R_3lM4LTi02Vq4Ax3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing it was enough info to make a clear decision on every section,2,17,7,12,8,11,13,6
384,10/11/19 8:16,R_2wAbMZPQ6ipJ7us,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
358,10/11/19 8:16,R_1ibaI5iQP5nAFS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
544,10/11/19 8:16,R_1kFuxrnhiCz5uqq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
669,10/11/19 8:17,R_3F34bjzY7yTyVTg,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,"I was unclear whether i should answer the ""how many people will actually use the hooks"" based on the facts of the story or my opinion, I answered based on the facts of the story.",2,17,7,12,8,11,13,6
777,10/11/19 8:17,R_295jr7PhKz7UXEp,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
912,10/11/19 8:17,R_yIvq30E0mTb965b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
559,10/11/19 8:17,R_1gFlwgxhPniQjx4,0,2,20,0,0,0,2,0,7,20,0,0,0,3,0,8,20,0,0,0,2,0,13,20,0,0,0,2,0,19,20,0,0,0,2,0,0,20,0,0,0,3,No,2,17,7,12,8,11,13,6
756,10/11/19 8:17,R_1EchWc4nm5NJDvG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
948,10/11/19 8:17,R_2SwCAbgpnW8yx1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's looks good for me.,2,17,7,12,8,11,13,6
573,10/11/19 8:17,R_2Tns26FSfZO9wDr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD,2,17,7,12,8,11,13,6
589,10/11/19 8:17,R_eLiDdthxyDc2ghP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
507,10/11/19 8:17,R_2U3hPSB6cbGFUpD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
732,10/11/19 8:17,R_23aDHudzbRkLAgB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
712,10/11/19 8:17,R_3NyxgKFKDi2FVYw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,7,12,8,11,13,6
345,10/11/19 8:17,R_1pSa5HhfO3M9Hf4,1,2,20,0,1,0,3,1,7,20,0,1,0,3,1,7,20,0,1,0,3,1,13,20,0,1,0,3,1,19,20,0,1,0,3,1,0,20,0,1,0,3,"If John uses the new hook, then John knows he is using it so he is 1.",2,17,7,12,8,11,13,6
801,10/11/19 8:17,R_bKlMYul8ElPejJf,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
567,10/11/19 8:17,R_299W40Vpu7T838R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,2,17,7,12,8,11,13,6
687,10/11/19 8:18,R_1CvFBS4eTIFMi7u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the story itself wasn't clear,2,17,7,12,8,11,13,6
923,10/11/19 8:18,R_3MRHKuCtLrM5iMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No it seemed clear enough. ,2,17,7,12,8,11,13,6
660,10/11/19 8:18,R_3ptgXzqYJEG031d,0,2,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
477,10/11/19 8:18,R_3EJO2YcJVWCRU5q,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,10,20,0,1,0,3,No.,2,17,7,12,8,11,13,6
881,10/11/19 8:18,R_2Egb7EpizaCW0gS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
551,10/11/19 8:18,R_2w0mQqOj96m5d4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I think so.  I wasn't sure to what extent to believe what the people were saying.  So for the first read through, I answered numbers greater than 0 for the number of people who will use the new hook because I figured some folks were lying.  But then I saw that you were asking the first set of questions to check for reading comprehension, so then I made all the numbers of people who will use the new hook 0 because I figured you wanted to know the answer as told by the narrative.  And then I might've misread a question or two of the first set of questions for some of the new narratives at the end because it seemed like all the questions were the same, but I thought I glimpsed that one had changed from ""who will use the new hooks"" to ""who would use the new hooks if it didn't alter the fish population""  Just as a comment, it seemed like the only changes in the narrative that were in a different color were the responses of the 19 other people, which I wasn't expecting; I was expecting main parts of the narrative to change.",2,17,7,12,8,11,13,6
451,10/11/19 8:18,R_11gT0rgAPsIzXcw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no.,2,17,7,12,8,11,13,6
720,10/11/19 8:18,R_2VCKsAgShCm2Not,0,2,20,2,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,8,1,0,3,0,19,20,10,1,0,3,0,1,20,1,1,0,3,"I did not understand the first couple times you asked, ""how many people actually used the hooks?"" that you were asking my best guess.  I think it was asked in the same set labeled ""to see if you read the story, please answer...""  It would be clearer if you labeled -""Using the information in the story, what is your opinion about how many people will actually use the hook?""",2,17,7,12,8,11,13,6
342,10/11/19 8:18,R_2Qxp0YJ2GFsU6Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
199,10/11/19 8:18,R_31YKfUcz7ZZdMzT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
799,10/11/19 8:19,R_1I477aLiyHipvCE,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
897,10/11/19 8:19,R_1LzpDW29Q5F9cmM,0,2,20,1,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,1,3,0,19,20,0,0,1,3,19,0,20,0,1,1,3,No,2,17,7,12,8,11,13,6
791,10/11/19 8:19,R_3dQv4UAnUp5kBx8,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
803,10/11/19 8:19,R_1jYZ12b2O31QSoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
961,10/11/19 8:19,R_1rPptkD6BwVFyOQ,19,2,20,0,0,0,2,19,7,20,0,0,0,2,19,8,20,0,0,0,2,19,13,20,0,1,0,2,19,19,20,0,0,0,2,19,0,20,0,0,0,2,everything is clear,2,17,7,12,8,11,13,6
460,10/11/19 8:19,R_tMMfEZtLIkyJhGV,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,19,20,0,1,0,3,,2,17,7,12,8,11,13,6
671,10/11/19 8:19,R_2VedFclnmERfEap,0,2,20,1,1,0,3,0,7,20,4,1,0,3,0,8,20,4,1,0,3,0,13,20,7,1,0,3,0,19,20,10,1,0,3,0,10,20,3,1,0,3,"The Question about, ""How many people besides John are actually going to use the new hooks?"" I was unsure if that should be ""0"" since everyone said they would not be, or my guess at how many people were lying.",2,17,7,12,8,11,13,6
1010,10/11/19 8:19,R_2saKUQoV7VdwiAd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
757,10/11/19 8:19,R_2tAsGI1BBidMxBm,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,13,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
528,10/11/19 8:19,R_wSNaEdQ23ZBvZRv,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,2,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,1,20,1,1,0,3,,2,17,7,12,8,11,13,6
578,10/11/19 8:19,R_3M9EETtQwHSIx4H,0,17,20,19,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,19,20,0,1,0,3,"No, but I answered one of the questions incorrectly and realized if after I pressed next. The last story, no other people were interested in using the hooks.",2,17,7,12,8,11,13,6
744,10/11/19 8:19,R_3P5IxMrcnq3qmFW,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,No,2,17,7,12,8,11,13,6
1109,10/11/19 8:19,R_uy3ZpTdLzEFldFn,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
425,10/11/19 8:19,R_sYWwoSRZmhO6Ns5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
515,10/11/19 8:19,R_3L20ge5AbkPLQGG,0,2,20,0,1,0,2,0,7,0,0,0,0,2,0,8,20,0,1,0,2,0,13,20,0,0,0,2,0,19,20,0,0,0,2,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
406,10/11/19 8:19,R_1LvUFzUamQHTVsU,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
209,10/11/19 8:19,R_V2LGHJo4DXE9NFn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
416,10/11/19 8:19,R_2zdzXtEyhEtsdnM,0,2,20,0,1,0,3,12,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
390,10/11/19 8:19,R_3jecWfUb3B2pttf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,17,7,12,8,11,13,6
1076,10/11/19 8:20,R_D93aYiNVWUbjjsR,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,9,20,0,0,0,2,0,13,20,0,1,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
550,10/11/19 8:20,R_vMqfLk5ognXXKUx,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,NO,2,17,7,12,8,11,13,6
578,10/11/19 8:20,R_305E0XkQBMCOzqt,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
906,10/11/19 8:20,R_1jdqXbz32r423bA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
495,10/11/19 8:20,R_2ZEzWiRG48HOILu,17,10,20,13,1,1,2,7,7,20,10,1,0,2,8,13,20,10,1,0,1,13,6,13,20,1,1,1,10,19,13,20,1,0,1,5,13,20,12,1,0,3,Some of the questions were hard to find the answer to.,2,17,7,12,8,11,13,6
596,10/11/19 8:20,R_psXo1lUReyw25LX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
812,10/11/19 8:20,R_21HurLzwiDG6aXw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
477,10/11/19 8:20,R_2SiRvSmyRantj2o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes it was confusing because it was repetitive and monotonous ,2,17,7,12,8,11,13,6
868,10/11/19 8:20,R_3ly50BbmK2X1gK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
472,10/11/19 8:20,R_3g2fN3tiykvMHqO,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
624,10/11/19 8:20,R_23VxgF845PJQdAq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
475,10/11/19 8:20,R_1ite6nOiuZymK3y,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,11,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No.,2,17,7,12,8,11,13,6
671,10/11/19 8:20,R_1E67yrUOghenOO0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
883,10/11/19 8:20,R_1OxlTWqAFkIUU82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
636,10/11/19 8:21,R_PGMKBEvxdyocuOJ,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
592,10/11/19 8:21,R_2aIEILbROSotCb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It seemed repetitive, the only thing that changed was the number of people who expressed interest in the new hooks.",2,17,7,12,8,11,13,6
327,10/11/19 8:21,R_2xMhIvN6s0hQJeX,0,2,20,2,1,0,3,0,7,20,7,1,0,3,0,8,20,8,1,0,3,0,13,20,0,1,0,3,0,19,20,19,0,0,3,0,0,20,0,1,0,3,Nope,2,17,7,12,8,11,13,6
463,10/11/19 8:21,R_2dgRCEsGJfl7uxM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
439,10/11/19 8:21,R_pgxuUOVYzfsCze1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
394,10/11/19 8:21,R_1qg4IBbNhT61WFo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
500,10/11/19 8:21,R_27a4bcvPguNcuYh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
483,10/11/19 8:21,R_1lntI11MjAvidUd,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,2,0,0,20,0,1,0,1,no,2,17,7,12,8,11,13,6
575,10/11/19 8:21,R_2Pog6WFRZuVSlyO,0,2,20,0,0,0,3,0,0,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,0,20,0,0,0,3,0,0,20,0,0,0,3,"not sure, hope that I completed correctly because I really am trying to keep the info straight.",2,17,7,12,8,11,13,6
871,10/11/19 8:21,R_Tu5GygGmHGwbmN3,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,2,0,19,20,0,0,0,3,0,0,20,0,1,0,3,No.,2,17,7,12,8,11,13,6
824,10/11/19 8:21,R_10Uf9Ej3xO7DFEi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
390,10/11/19 8:21,R_WwZ5ZKGs9lNSM6J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
548,10/11/19 8:21,R_1F2LaRzwCIlXCn0,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,1,3,0,19,20,0,1,1,3,0,0,20,0,1,0,3,Not really think it was pretty straight forward,2,17,7,12,8,11,13,6
313,10/11/19 8:21,R_1mJXgq80m3h3VLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
592,10/11/19 8:21,R_2AZOcpLQY0CamvI,0,2,20,0,0,0,3,0,0,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,repetitive.,2,17,7,12,8,11,13,6
316,10/11/19 8:22,R_27eBc0OXdaVUHZq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope,2,17,7,12,8,11,13,6
515,10/11/19 8:22,R_2TtRfXkCdyu8Gti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
919,10/11/19 8:22,R_3J4uZoNZ3AoiQ0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
497,10/11/19 8:22,R_30hGNHAhsdZiVZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
889,10/11/19 8:22,R_22M0ZQFVclmi59b,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,1,0,20,0,1,0,3,Originally I was counting John as knowing he was using the hooks not sure if i was suppose too ,2,17,7,12,8,11,13,6
782,10/11/19 8:22,R_2ql3BInKnlX7KAC,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,"Some of the questions were slightl unclear. The question about John using the hooks would hurt the fish population. My thinking is, if JUST John uses the hooks, then no. However  it just says if John uses them. Then its up to interpretation.",2,17,7,12,8,11,13,6
580,10/11/19 8:22,R_25hXtUNem6sMm09,0,2,20,0,1,0,3,0,0,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
672,10/11/19 8:22,R_AO1VsHt1eFUvcAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
1215,10/11/19 8:22,R_2YgqbrAI7EckfbT,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
883,10/11/19 8:22,R_3nCRuyT3WEYRWu3,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
647,10/11/19 8:22,R_Rf28sHb2ZMnFXt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,7,12,8,11,13,6
725,10/11/19 8:22,R_2CJ49KLiwIITpMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
761,10/11/19 8:22,R_A5uvXo8ZcB03HZD,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No facts ever changed in the story except the number of people who were interested in using the hooks and who were not interested.,2,17,7,12,8,11,13,6
1068,10/11/19 8:22,R_urDIDx8DLNRyVS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
775,10/11/19 8:23,R_3KrSZtNc297tl9M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
624,10/11/19 8:23,R_3OftpkcvAC2OKd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,7,12,8,11,13,6
1109,10/11/19 8:23,R_06uL418KMKwyoAp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,17,7,12,8,11,13,6
796,10/11/19 8:23,R_2SHX7XienGBoPPG,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
648,10/11/19 8:23,R_3lWhUBZsuwIrblW,0,2,20,0,0,0,2,0,7,20,0,0,0,3,0,8,20,0,0,0,2,0,13,20,0,0,0,3,1,19,20,0,0,0,3,0,0,20,0,0,0,3,no,2,17,7,12,8,11,13,6
1232,10/11/19 8:23,R_114ohhWflAintQn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,7,12,8,11,13,6
1158,10/11/19 8:23,R_33CKS3atj4CvNls,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
835,10/11/19 8:23,R_1ODYw15X1P9KG86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at first I didn't realize the numbers of people interested /not interested were going to change, I caught on quickly",2,17,7,12,8,11,13,6
903,10/11/19 8:24,R_rqMqzwm9Py3icU1,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,1,0,19,20,0,0,0,1,0,0,20,0,1,0,3,Everything was clear.,2,17,7,12,8,11,13,6
314,10/11/19 8:24,R_3nugRrgAEhXUO95,0,2,20,1,1,0,2,0,7,20,3,1,0,2,0,8,20,4,1,0,2,0,13,20,6,1,0,2,0,19,20,8,1,0,2,0,19,20,4,1,0,2,nope!,2,17,7,12,8,11,13,6
648,10/11/19 8:24,R_210ddOwLMPtoFVp,20,20,20,12,0,0,2,20,19,20,12,0,0,2,19,18,20,12,0,0,2,19,9,19,12,0,0,2,19,1,20,18,0,0,2,20,18,20,10,0,0,2,Everything was clear,2,17,7,12,8,11,13,6
267,10/11/19 8:24,R_2WVbDoxsJFFdc9l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
381,10/11/19 8:24,R_3OdbCPGkybwTBkV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There was never a rule against using the new hooks, but when all 19 agreed, that amounted to an unwritten rule?",2,17,7,12,8,11,13,6
662,10/11/19 8:24,R_3Mu1X1bju5oQtB0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope,2,17,7,12,8,11,13,6
1204,10/11/19 8:24,R_2E5FNOnTOC0zHU4,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,0,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
356,10/11/19 8:24,R_1dAjA39YBwfDx65,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,"No, it was just annoying how similar all the scenarios were.",2,17,7,12,8,11,13,6
583,10/11/19 8:25,R_24o4fWatmSoTGar,0,0,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,19,20,0,1,0,3,No,2,17,7,12,8,11,13,6
587,10/11/19 8:25,R_1NmgQ5Z7HOmnjGv,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
